id	decision	status	target_asset	evidence	notes
wechat-0056	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Project constitution, spec-driven work, context management and debugging are already covered; model/tool recommendations not absorbed.
wechat-0064	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Model version choice and 5.3/5.4 experience is time-sensitive model-selection content.
wechat-0066	REFERENCE_ONLY	reference-only	reports/codex-pilot-report.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Team workflow, risk tiering, CI/review and retrospective metrics are already covered by pilot and quality gates.
wechat-0067	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Lightweight knowledge base, requirements clarification and test-left-shift are already covered.
wechat-0071	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Structured dialogue, plan, Skill/MCP, subagent collaboration and quality controls overlap ADK layering.
wechat-0073	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/workflows.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	OpenSpec, Superpowers and Harness three-layer method is existing ADK source and already absorbed.
wechat-0076	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md;agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/workflows/knowledge-layer.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Knowledge layering, maturity, progressive indexing and lifecycle already covered; remote takeover not absorbed.
wechat-0078	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/embedded-constraints.md;agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/reference/embedded-fullstack-scope.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Embedded AI constraints and human-in-loop value kept as reference; tools, models and pricing not absorbed.
wechat-0079	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/spec-chain-delivery.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	SDD/spec-first is already covered by spec gate and requirements/design/tasks chain.
wechat-0080	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Harness method, context, memory and staged verification are already covered.
wechat-0081	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Conceptual reflection without reusable ADK method or gate.
wechat-0083	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Archive index only; individual articles are reviewed separately.
wechat-0088	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code GLM-5 mirror, base URL and API key setup tutorial rejected.
wechat-0089	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Tool promotion and install introduction without reusable ADK rule.
wechat-0090	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/templates/security/tool-call-policy.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Tool responsibility, description, schema and error handling are already covered by MCP/tool policy.
wechat-0091	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Function calling/API primer lacks new ADK-boundary method.
wechat-0093	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/templates/security/tool-call-policy.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Absorbed bounded write-tool gate: no unbounded selector; bulk writes require dry-run affected_count, max limit, rollback/audit and approval.
wechat-0095	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Agent framework market, trends and ecosystem ranking are time-sensitive and non-durable.
wechat-0098	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/docs/runbooks/codex-settings-audit.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Repository config, hook, MCP, base URL and API key risks are already covered; retained as security case.
wechat-0108	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code install, provider proxy, API key and VSCode config tutorial rejected.
wechat-0109	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Cursor/Windsurf price and product comparison is not durable ADK asset.
wechat-0116	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Ghostty terminal recommendation and personal config are outside ADK core boundary.
wechat-0120	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Reducing redundant tool calls kept as tool-economy reference; HDPO training/deployment not absorbed.
wechat-0121	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Cloud server Codex CLI and third-party API/base URL configuration rejected.
wechat-0124	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	TRAE/CUE/SOLO/MCP/Skills content is an existing layered model expressed by tools.
wechat-0125	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	AI coding beginner environment, proxy, Git/GitHub and editor setup tutorial.
wechat-0126	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md;agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	External RAG/MCP/embedding backends remain report-only; backend capability and data boundaries already covered.
wechat-0133	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Terminal tool comparison and personal recommendation add no ADK durable gate.
wechat-0134	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Domestic model API/proxy conversion config with insufficient archived evidence.
wechat-0139	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Runtime pluggability already covered by runtime/tool/MCP boundaries; Hermes config not absorbed.
wechat-0140	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes release note, pip install, Windows and cold-start experience are product dynamics.
wechat-0141	MERGE	absorbed-method-only	agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/templates/security/tool-call-policy.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Absorbed structured approval_required event and file-write postcondition verification gate.
wechat-0142	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/mcp-governance.md;agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes capability list overlaps tool, memory, hook and MCP layering; high-risk automation remains report-only.
wechat-0149	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	CLI/IDE/cloud Agent prototypes and architecture convergence kept as background; existing layering covers method.
wechat-0152	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex desktop and CLI install, login and API key guide rejected.
wechat-0153	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/runbooks/mcp-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	OpenAI Harness experience already covered by staged execution, context layering and MCP/observation boundaries.
wechat-0154	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Gemini/Deep Think model news and SOTA ranking are time-sensitive with no ADK gate.
wechat-0160	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	AI coding interview practice is background; problem understanding, scaffolding and boundary tests already covered.
wechat-0165	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/token-context-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	GSD small plans, fresh context, externalized state, verification and atomic commit overlap existing governance.
wechat-0166	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	OpenClaw/Hermes architecture comparison kept as layering reference.
wechat-0168	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Function Call, Tool, MCP and CLI concepts are already covered by runtime layering and external-tool security boundaries.
wechat-0171	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	OpenAI Codex upgrade news lacks stable reusable method.
wechat-0173	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code video-editing experience is outside ADK boundary.
wechat-0175	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex CLI sandbox, context and workflow experience is already covered by stricter rules.
wechat-0177	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	AI Coding long-form content on token, tools, indexing and rules is already covered; API config not absorbed.
wechat-0178	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Nine-tool comparison contains rankings, pricing and subjective selection advice.
wechat-0181	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code ecosystem plugin installation/recommendation remains report-only.
wechat-0183	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex best practices for AGENTS, planning, validation, MCP, Skill and automation are already covered.
wechat-0185	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	High-star plugin install article lacks owner, license, permission and rollback review.
wechat-0188	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/workspace-maintenance-guide.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Small-team gradual rollout experience is already covered by governance, pilot and validation rules.
wechat-0191	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Model comparison for embedded scenarios is time-sensitive ranking/selection content.
wechat-0192	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes plain-language architecture explanation adds no new ADK gate.
wechat-0195	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex security deployment practice overlaps sandbox, least privilege, audit and safety-boundary rules.
wechat-0198	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex CLI best-practice summary is short and install/config oriented.
wechat-0199	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Windows, Node and Codex CLI install-to-start tutorial rejected.
wechat-0201	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code course translation touches hook/MCP/config; runtime boundary already covered.
wechat-0202	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code to Codex migration preference lacks reusable ADK method.
wechat-0203	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes Agent beginner tutorial is installation/configuration oriented.
wechat-0207	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes WSL and Qwen installation tutorial includes commands, proxy cleanup and API key config.
wechat-0209	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex Mac install plus phone remote-control guide is high-risk remote-control configuration.
wechat-0211	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/runbooks/memory-governance.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes guide on memory, self-generated skills, curator, GEPA and multi-agent overlaps stricter ADK rules.
wechat-0212	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/skill-curation-delivery.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes learning guide concepts map to retry budget, Skill distribution audit and memory governance.
wechat-0220	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex best-practice summary on goal/context/constraints/done, planning, validation and skills is already covered.
wechat-0221	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/docs/runbooks/workspace-maintenance-guide.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex as colleague, AGENTS, config layering, sandbox and review validation are already covered.
wechat-0222	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Local archived body is largely unreadable and too marketing-like to support a reusable gate.
wechat-0223	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex config sharing with MCP/Playwright/mindmap/plan skills is external connector content.
wechat-0225	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/skill-agent-runtime-model.md;agent-dev-kit/skills/adk-parallel-agent-governance/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Local AI team roles, skill owner, credential isolation and smoke tests are covered by runtime layering and parallel governance.
wechat-0228	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex install, model selection, plugin marketplace, automation, Computer Use and MCP feature guide is time-sensitive and runtime-heavy.
wechat-0236	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Single-person Agent cluster, cron and cross-review are covered by harness and safety boundaries.
wechat-0239	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	OpenClaw/Coze/Dify comparison, max-permission remote control and skill-market claims add no safe gate.
wechat-0240	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md;agent-dev-kit/docs/runbooks/security-supply-chain.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Shared knowledge base, Git sync, IM notification and multi-team Agent collaboration are already governed by memory scope, access control, audit and rollback.
wechat-0242	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes memory and skill lifecycle plus external install content is already covered by memory candidate, Skill lifecycle and supply-chain rules.
wechat-0246	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Gemini model capability, pricing, ranking and long-context product claims are time-sensitive.
wechat-0247	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes plus arXiv API, cron, webhook and API workflow tutorial is external automation/research subscription content.
wechat-0250	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Medical no-code platform reproduction is domain-specific and outside ADK core boundary.
wechat-0254	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/security-supply-chain.md;agent-dev-kit/skills/adk-code-review-loop/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Agent/completion difference, slopsquatting, Shadow AI and private eval risks are already covered by supply-chain and review gates.
wechat-0255	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md;agent-dev-kit/docs/skill-agent-runtime-model.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Spec, Discipline and Harness three-layer architecture overlaps ADK propose/verify/review and runtime layering.
wechat-0259	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Automation versus thinking-task split, tool orchestration and report closure are covered by planning/execution.
wechat-0260	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Short Codex CLI review/news lacks enough method content and durable gate.
wechat-0261	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/memory-governance.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes lessons learned and self-generated skill idea is covered by AAR, memory candidate and human promotion gates.
wechat-0267	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Opus release, benchmarks, pricing and office integration news is time-sensitive.
wechat-0269	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Opus release, price, Agent swarms and token-cost news is model/product dynamics.
wechat-0271	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Sonnet release, pricing, Computer Use and model capability news adds no ADK gate.
wechat-0274	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Claude Code DeepSeek install, env var, API key and base URL tutorial rejected as runtime connector.
wechat-0275	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex /goal experimental command news duplicates existing goal closure, retry budget and heartbeat rules.
wechat-0283	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex mobile remote monitoring/control, SSH and compliance promotion is remote-control/product news.
wechat-0284	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex integrations with Gmail, Notion, Calendar and general knowledge work exceed ADK embedded delivery boundary.
wechat-0285	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes introduction with IM, API key, model switch and scheduled tasks adds no new gate.
wechat-0286	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Hermes cron, notification platform, Slack/Telegram scheduled-task tutorial is external automation config.
wechat-0288	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	DeepSeek-Coder V3 ranking, API call and plugin/CLI tutorial is model ranking/config content.
wechat-0290	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/best-practices-cookbook.md;agent-dev-kit/docs/runbooks/planning-execution-loop.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Codex prompt elements, planning, AGENTS rules and done criteria already covered.
wechat-0292	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/reference/embedded-fullstack-scope.md;agent-dev-kit/skills/adk-requirements-triage/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Embedded AI capability boundary and human verification value fit ADK direction but add no new rule.
wechat-0295	REJECT	rejected	none	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Vibe Coding roadmap, product categories and tool-choice suggestions are time-sensitive market content.
wechat-0298	REFERENCE_ONLY	reference-only	agent-dev-kit/docs/runbooks/token-context-governance.md;agent-dev-kit/skills/adk-verification-before-completion/SKILL.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	Task slicing, context engineering, agent orchestration and result responsibility are covered by context, parallel and verification gates.
wechat-0308	REFERENCE_ONLY	reference-only	agent-dev-kit/skills/adk-requirements-triage/SKILL.md;agent-dev-kit/docs/runbooks/spec-chain-delivery.md	reports/wechat-absorb-batch-2026-05-23-p2-reference-001.md	AI Coding over-adoption risks around requirement quality, complexity and review retreat are covered by triage, spec chain and review gates.
